#{"t_start": 1761574197.8019698, "env_id": "None"}
r,l,t
53.571968,1000,5728.995822
566.67883,1000,5729.62295
804.6071,1000,5729.82474
883.39325,1000,5730.160058
837.7266,1000,5731.595385
883.5043,1000,5746.632594
845.744,1000,5747.998362
342.3742,1000,5748.384055
832.8736,1000,5757.720081
801.9669,1000,5814.630295
786.4413,1000,5815.042727
583.09576,1000,5815.699265
824.40247,1000,5818.620323
797.9656,1000,5832.79527
871.5285,1000,5834.157532
858.77203,1000,5834.524365
827.84393,1000,5845.673046
886.02185,1000,5846.350668
132.38937,1000,5846.528753
828.06824,1000,5846.808976
903.80396,962,5847.711635
889.2968,1000,5860.354263
568.81775,1000,5861.66626
876.9341,1000,5861.927298
881.42444,1000,5873.340493
856.6903,1000,5873.90977
610.68115,1000,5874.10044
888.9383,1000,5874.388921
869.47675,1000,5875.268979
860.7257,1000,5888.670428
872.5181,1000,5889.935455
850.3646,1000,5890.195989
869.60394,1000,5892.806027
838.283,1000,5900.065122
859.3328,1000,5900.266648
661.6004,1000,5900.555647
872.7065,1000,5956.535504
71.71638,1000,5972.412221
873.98944,1000,5975.673943
857.4575,1000,5975.992354
913.1061,869,5976.559081
212.2876,1000,5987.4386
857.9365,1000,5987.645716
61.76467,1000,5987.970612
833.13635,1000,5988.913663
882.3442,1000,6003.152701
870.10443,1000,6004.460135
844.27234,1000,6004.746453
835.0291,1000,6005.109122
889.1416,1000,6010.231756
870.04926,1000,6017.374375
344.8621,1000,6017.677563
856.3576,1000,6018.703205
870.973,1000,6032.753401
608.4863,1000,6034.154923
288.3453,1000,6034.433574
867.1122,1000,6034.792733
827.2848,1000,6037.475624
871.1309,1000,6037.683106
889.1415,1000,6046.347658
850.8298,1000,6047.290177
727.31915,1000,6094.687826
869.3935,1000,6096.044292
490.91116,1000,6096.326141
8.109056,1000,6096.686279
861.8438,1000,6099.130339
405.31458,1000,6099.468333
863.51166,1000,6100.05162
379.99582,1000,6108.129796
856.3762,1000,6123.114367
283.89597,1000,6124.275766
876.84393,1000,6124.633297
884.6265,1000,6124.966551
666.675,1000,6127.28365
869.0819,1000,6127.599993
735.83246,1000,6128.202226
850.0114,1000,6136.056693
714.54596,1000,6150.409937
50.000893,1000,6151.804813
848.1065,1000,6152.055437
526.5928,1000,6152.37449
879.1721,1000,6154.610478
863.779,1000,6154.931157
485.61554,1000,6155.454799
469.28906,1000,6163.76373
28.527987,1000,6225.904696
408.768,1000,6227.192306
717.91833,1000,6227.434534
354.22107,1000,6227.759107
900.1101,999,6229.959398
21.21275,1000,6230.270229
461.39984,1000,6230.772908
530.5803,1000,6238.864234
330.65176,1000,6247.138677
531.0467,1000,6254.896014
-31.407663,1000,6255.176884
300.6116,1000,6255.497402
496.09644,1000,6257.577654
273.7324,1000,6257.909547
260.24347,1000,6258.386844
-35.58258,1000,6260.172023
915.4071,846,6272.529606
896.5123,1000,6273.209511
655.863,1000,6283.276743
819.6165,1000,6283.62276
661.10297,1000,6285.781031
72.54801,1000,6286.055624
360.31763,1000,6286.511416
877.8673,1000,6288.157663
746.4145,1000,6346.129878
537.40405,1000,6348.720435
218.9636,1000,6357.403489
458.81854,1000,6357.751508
-44.63641,1000,6359.933618
-48.62987,1000,6360.172878
349.9953,1000,6360.496888
874.1791,1000,6361.941109
892.6028,1000,6374.625234
862.8383,1000,6375.226408
831.6308,1000,6385.850806
297.84424,1000,6386.174541
380.39084,1000,6388.075519
647.22485,1000,6388.284377
348.83978,1000,6388.58838
859.86017,1000,6389.797655
45.6967,1000,6402.205369
890.0387,1000,6402.740392
773.07587,1000,6411.895586
448.38174,1000,6412.246021
99.99753,1000,6414.318911
398.35623,1000,6414.543258
348.975,1000,6416.611547
658.51166,1000,6417.956032
545.6266,1000,6478.628874
515.8152,1000,6479.450942
448.38177,1000,6490.307056
881.6289,1000,6490.746127
808.4594,1000,6492.702936
889.7009,1000,6492.912812
489.9097,1000,6493.2161
840.5665,1000,6494.334443
919.30597,807,6504.943569
882.406,1000,6506.684544
896.499,1000,6509.869412
641.18646,1000,6518.48345
351.95236,1000,6520.433468
852.57806,1000,6520.644835
428.36505,1000,6520.952829
489.04596,1000,6521.939672
214.11662,1000,6532.687018
882.0913,1000,6534.448216
879.67303,1000,6537.62724
637.2223,1000,6544.67564
308.0839,1000,6546.877053
835.5897,1000,6547.105794
805.8514,1000,6547.456615
830.4132,1000,6548.470317
859.7381,1000,6561.201659
56.74018,1000,6563.051898
869.80524,1000,6610.973203
554.24963,1000,6611.339481
843.67267,1000,6621.471353
504.78644,1000,6621.736538
735.05084,1000,6622.070932
465.38016,1000,6623.100187
713.6179,1000,6634.117411
748.3938,1000,6635.968796
295.0572,1000,6638.760839
407.08838,1000,6639.514338
26.281017,1000,6648.604385
404.91342,1000,6648.815665
389.67148,1000,6649.114817
844.89557,1000,6650.093517
357.74142,1000,6663.088922
391.099,1000,6664.888203
880.645,1000,6667.360464
133.96162,1000,6667.982525
530.4314,1000,6677.310648
477.77505,1000,6677.51882
342.94864,1000,6677.835838
848.9133,1000,6678.79424
315.42593,1000,6691.838816
532.3148,1000,6693.568234
44.6167,1000,6695.870183
849.2141,1000,6696.460063
220.38364,1000,6766.997033
280.32767,1000,6767.217041
867.32886,1000,6767.525646
369.74622,1000,6768.543098
882.2815,1000,6779.957284
587.496,1000,6781.721749
790.51953,1000,6783.88328
262.49506,1000,6784.383291
498.79196,1000,6795.521372
591.2863,1000,6795.727859
871.13226,1000,6796.023499
329.50348,1000,6796.943012
373.11304,1000,6807.889707
889.2209,1000,6809.567483
310.17517,1000,6811.599833
15.108999,1000,6812.068758
727.2493,1000,6822.218328
563.1711,1000,6822.43242
83.51919,1000,6824.587925
710.8955,1000,6825.656461
405.25922,1000,6830.400594
927.20514,728,6838.103545
233.32834,1000,6839.154206
260.5395,1000,6841.497019
534.8766,1000,6907.602899
331.50195,1000,6907.79741
286.28784,1000,6908.127752
863.51154,1000,6909.056584
235.45856,1000,6912.960452
844.8353,1000,6919.978175
516.9615,1000,6921.14953
87.07292,1000,6923.463726
254.8339,1000,6929.086565
63.636124,1000,6935.803981
874.9227,1000,6936.124414
875.53375,1000,6937.079642
542.8679,1000,6941.096458
458.13544,1000,6942.43014
807.86084,1000,6949.962952
88.30967,1000,6952.43546
866.4295,1000,6955.844998
231.35648,1000,6956.31574
240.06238,1000,6965.728819
296.99942,1000,6966.859669
463.75607,1000,6970.831545
384.74078,1000,6972.26821
881.629,1000,6979.862474
821.5051,1000,6982.237086
70.37023,1000,6985.312131
352.37637,1000,6985.759441
202.57832,1000,6986.481074
268.6223,1000,7036.140783
555.168,1000,7043.09992
688.32587,1000,7044.650812
42.858482,1000,7052.746495
229.99536,1000,7055.252404
267.59625,1000,7057.82984
861.97986,1000,7058.246631
556.7298,1000,7058.918165
261.6301,1000,7068.955356
77.86426,1000,7072.1187
233.32864,1000,7073.167477
56.86319,1000,7081.47822
703.0405,1000,7083.66981
114.78472,1000,7086.240738
872.89056,1000,7086.623406
357.44272,1000,7087.264748
705.0388,1000,7097.856542
448.16855,1000,7101.441464
85.29245,1000,7102.388896
493.448,1000,7104.188899
461.68466,1000,7112.823152
356.0768,1000,7115.024863
187.22937,1000,7115.343598
762.4584,1000,7115.840329
362.58133,1000,7124.531087
337.95105,1000,7177.984767
71.3279,1000,7179.654906
289.82544,1000,7182.031007
233.32855,1000,7191.566685
261.19894,1000,7193.537203
766.4423,1000,7193.83725
57.895004,1000,7194.322888
780.397,1000,7196.264847
76.270096,1000,7208.388526
269.33304,1000,7209.25862
250.51357,1000,7211.118624
89.47233,1000,7220.795658
434.1566,1000,7222.7417
763.1578,1000,7222.952515
493.95926,1000,7223.399077
797.01666,1000,7225.071499
319.57962,1000,7237.13307
543.7601,1000,7237.839934
503.52042,1000,7239.107225
935.00073,650,7240.282889
522.52045,1000,7248.658478
843.1914,1000,7250.538254
865.882,1000,7251.044197
87.048355,1000,7252.324141
517.85364,1000,7328.863257
467.00952,1000,7330.576248
646.10297,1000,7332.919986
917.502,825,7335.553431
416.8148,1000,7336.255866
301.29056,1000,7346.828792
861.5482,1000,7347.387042
255.55103,1000,7348.662771
586.8458,1000,7359.134307
675.5186,1000,7359.893051
237.74387,1000,7360.923831
829.3387,1000,7361.480086
435.2542,1000,7361.992544
399.996,1000,7374.331221
586.6216,1000,7374.822932
841.6126,1000,7375.851927
754.9631,1000,7386.432324
457.37286,1000,7387.161737
104.33379,1000,7388.176361
170.43594,1000,7388.734976
62.456253,1000,7389.266378
373.50635,1000,7400.280207
486.078,1000,7400.818194
137.33992,1000,7403.593883
497.4394,1000,7414.373388
657.47626,1000,7467.202146
538.4334,1000,7471.3317
255.70053,1000,7472.200738
165.45003,1000,7472.934756
146.47424,1000,7484.884842
658.86536,1000,7485.413738
857.2052,1000,7486.451449
441.1747,1000,7497.995545
75.78034,1000,7498.740383
118.1829,1000,7499.719238
437.18604,1000,7500.083297
489.00092,1000,7500.400558
157.68779,1000,7513.045043
179.83162,1000,7513.587134
574.2387,1000,7514.624168
74.120895,227,7516.641702
732.77167,1000,7525.140372
253.10413,1000,7525.842947
516.27515,1000,7526.821292
259.06876,1000,7527.180171
558.8593,1000,7527.501072
375.2804,1000,7540.309113
278.468,1000,7541.811264
859.5053,1000,7543.719678
862.2657,1000,7553.072019
877.19354,1000,7553.771939
110.14164,1000,7599.373492
438.71722,1000,7599.992998
511.59097,1000,7600.558828
623.5497,1000,7613.273998
416.44403,1000,7614.769734
532.11194,1000,7616.711359
368.64536,1000,7625.917678
30.91044,1000,7626.691286
580.4769,1000,7627.675131
350.50717,1000,7628.045419
252.37637,1000,7628.362855
575.50616,1000,7639.337736
398.51324,1000,7642.550159
744.4475,1000,7644.030964
478.23224,1000,7652.969926
888.6866,1000,7653.753946
847.57544,1000,7654.851575
558.0861,1000,7655.260282
352.2253,1000,7655.59467
904.6083,954,7666.984632
882.8814,1000,7669.033945
798.9627,1000,7670.759586
871.74274,1000,7682.749044
824.2923,1000,7683.462716
487.0918,1000,7684.526747
891.8752,1000,7684.912509
874.9192,1000,7685.239041
831.91,1000,7760.438586
422.87106,1000,7762.303468
532.30817,1000,7763.873489
93.0381,1000,7773.498679
730.88495,1000,7774.178882
684.3143,1000,7775.212155
725.1009,1000,7777.356289
580.159,1000,7777.668057
890.2344,1000,7788.367984
881.68933,1000,7790.225524
784.11237,1000,7791.791458
440.87546,1000,7794.955557
730.1279,1000,7802.667858
48.015427,1000,7803.681391
896.6476,1000,7804.061795
815.501,1000,7804.394739
508.24542,1000,7808.684632
372.52347,1000,7819.612064
813.0526,1000,7821.101539
870.0049,1000,7823.675281
101.340096,1000,7831.643714
298.51907,1000,7832.617974
872.88654,1000,7833.008457
889.18054,1000,7833.361358
867.7477,1000,7883.119698
847.91675,1000,7892.133344
761.9598,1000,7893.704967
837.5049,1000,7896.097294
864.4221,1000,7904.236049
383.4402,1000,7905.240439
577.0258,1000,7905.586588
706.1601,1000,7905.983304
886.01984,1000,7909.603641
69.23039,1000,7921.010751
842.45654,1000,7922.512204
903.0023,970,7924.450856
855.333,1000,7926.327252
399.99643,1000,7934.043541
880.55475,1000,7934.392436
860.01044,1000,7934.693511
457.0886,1000,7938.153949
724.3296,1000,7949.156664
620.40424,1000,7950.878643
868.0132,1000,7952.677687
713.66565,1000,7954.671061
460.25867,1000,7962.877771
93.546745,1000,7963.248779
536.3609,1000,7963.561779
822.2715,1000,7966.853533
324.5232,1000,8038.368833
624.1477,1000,8039.799628
867.98346,1000,8041.394973
447.94016,1000,8042.931861
868.5399,1000,8053.050242
790.5796,1000,8053.413226
850.16974,1000,8053.723009
833.77924,1000,8056.848579
872.77246,1000,8066.202821
812.7778,1000,8067.680884
791.72687,1000,8069.217735
715.32996,1000,8070.698373
292.978,1000,8079.271003
888.817,1000,8079.724726
672.4437,1000,8080.067388
724.136,1000,8085.435738
892.96783,1000,8095.2922
853.1886,1000,8096.751631
783.8219,1000,8098.230423
810.3032,1000,8099.366331
116.86673,1000,8101.119226
316.1242,1000,8108.178791
871.74274,1000,8108.491342
692.73724,1000,8111.859684
927.2012,728,8112.55444
892.8436,1000,8170.643963
794.5518,1000,8180.442164
846.37335,1000,8181.493188
856.676,1000,8183.108537
645.34033,1000,8183.923295
876.0336,1000,8193.241706
885.97266,1000,8196.120756
843.86755,1000,8196.623543
850.0109,1000,8198.931185
875.10095,1000,8208.940043
529.08777,1000,8209.954447
861.2958,1000,8211.572016
53.333885,1000,8212.324879
880.5257,1000,8213.020042
885.3047,1000,8225.174789
721.1912,1000,8225.73572
876.28,1000,8228.072994
836.34155,1000,8237.628296
874.55164,1000,8238.645104
523.1307,1000,8239.919239
875.5329,1000,8240.535748
868.53613,1000,8241.084492
847.89215,1000,8250.685947
852.08716,1000,8251.199616
846.11017,1000,8254.869161
560.5597,1000,8318.223242
882.7078,1000,8320.572754
864.4246,1000,8324.844627
869.93475,1000,8325.685533
845.02637,1000,8326.450616
193.28113,1000,8336.566785
535.7717,1000,8337.080304
132.78455,1000,8338.88195
903.5097,965,8348.84563
865.9927,1000,8350.220019
863.64886,1000,8351.337994
872.03284,1000,8351.863299
373.15018,1000,8352.363972
763.9466,1000,8364.349387
122.59884,1000,8364.881888
825.27026,1000,8366.325127
300.6263,1000,8376.283438
594.128,1000,8377.697954
59.16967,1000,8378.672845
851.1397,1000,8379.11091
537.0356,1000,8379.587639
272.98898,1000,8392.011804
871.2342,1000,8392.566814
877.95215,1000,8394.223329
878.0316,1000,8455.633708
607.69135,1000,8460.735889
892.6839,1000,8463.037157
872.0364,1000,8463.883806
831.6044,1000,8464.589032
870.97394,1000,8475.693246
831.3799,1000,8476.251003
857.15356,1000,8477.763217
840.566,1000,8487.81769
855.2818,1000,8489.154706
809.3912,1000,8490.140244
864.86554,1000,8490.505048
236.76498,1000,8490.823288
883.8763,1000,8503.227555
95.119514,1000,8503.720023
858.76917,1000,8505.174959
885.2427,1000,8515.551217
892.89185,1000,8516.863358
307.97134,1000,8517.853007
877.2093,1000,8518.218738
856.5333,1000,8518.535605
930.00586,700,8521.409448
877.36896,1000,8531.330947
534.22797,1000,8531.939837
882.46466,1000,8543.977422
845.767,1000,8608.806479
401.61465,1000,8611.163888
423.4113,1000,8612.049416
467.65152,1000,8612.782875
624.7356,1000,8616.984961
886.7151,1000,8625.632251
856.38245,1000,8626.111266
876.84076,1000,8640.161977
886.4955,1000,8641.470091
905.7112,943,8641.837482
856.2374,1000,8642.812459
866.795,1000,8643.125936
877.27856,1000,8645.574512
837.73834,1000,8653.870363
855.56055,1000,8654.376035
667.2985,1000,8658.960366
466.1503,1000,8668.875976
664.1577,1000,8669.284935
886.45184,1000,8670.27392
379.86145,1000,8670.593308
864.7493,1000,8672.77373
467.6643,1000,8681.322267
270.4775,1000,8681.808316
880.2387,1000,8686.292652
888.8579,1000,8694.563023
555.1683,1000,8694.935363
619.75574,1000,8758.749732
750.6973,1000,8759.479177
828.13513,1000,8763.727829
892.57764,1000,8774.631008
878.58344,1000,8775.125742
875.6213,1000,8779.530204
762.3046,1000,8788.115315
854.5533,1000,8788.483108
825.3792,1000,8789.450508
881.49005,1000,8789.801107
922.30005,777,8790.534292
892.8943,1000,8791.892191
820.89404,1000,8803.082303
878.332,1000,8807.478435
186.88098,1000,8816.428174
912.20825,878,8816.499564
878.34247,1000,8816.834738
882.2179,1000,8818.197605
849.1054,1000,8818.866055
867.64545,1000,8820.078046
271.23245,1000,8829.515408
476.46725,1000,8835.563596
885.2476,1000,8844.305401
834.0268,1000,8844.375542
851.56903,1000,8844.706284
879.9443,1000,8845.965254
885.5689,1000,8902.753899
885.4671,1000,8905.346255
879.8103,1000,8909.479522
883.66797,1000,8920.485039
500.7341,1000,8923.161439
893.1356,1000,8923.310414
251.7768,1000,8930.678926
840.7762,1000,8931.878955
620.72974,1000,8932.618005
632.07263,1000,8933.816703
871.33765,1000,8938.374921
913.90454,861,8949.620708
882.9845,1000,8949.710659
815.0352,1000,8952.161295
885.8262,1000,8959.247414
871.54236,1000,8960.452211
896.20654,1000,8961.114885
286.75497,1000,8962.313038
53.605835,1000,8964.649458
927.306,727,8974.498475
888.38074,1000,8977.529903
875.18933,1000,8979.63656
506.0557,1000,8980.310832
574.73694,1000,8988.867447
637.55054,1000,8989.491728
739.5089,1000,8990.630983
361.53735,1000,9056.853751
789.28564,1000,9064.554503
841.4196,1000,9067.387099
723.5322,1000,9069.354582
870.6943,1000,9069.923953
449.9983,1000,9079.891849
516.5401,1000,9080.606467
885.1953,1000,9081.69165
831.0386,1000,9083.619803
619.6036,1000,9085.684228
547.4953,1000,9094.829079
828.3437,1000,9096.684284
309.23605,1000,9097.239758
861.27795,1000,9108.107742
871.54254,1000,9108.861026
107.74517,1000,9110.097254
852.8739,1000,9112.336724
834.10095,1000,9114.659452
774.17474,1000,9124.921212
513.8048,1000,9126.698389
512.4519,1000,9127.273077
872.03687,1000,9136.230728
346.36212,1000,9136.935079
878.1941,1000,9138.175095
403.30777,1000,9194.139083
882.4646,1000,9196.613393
377.93747,1000,9206.387687
566.6777,1000,9210.185558
624.135,1000,9210.768571
869.29407,1000,9220.696945
537.04395,1000,9221.343231
910.104,899,9221.405582
877.2784,1000,9224.280314
849.8432,1000,9226.0985
872.7761,1000,9236.885317
766.67615,1000,9238.597898
832.6714,1000,9239.139125
242.85257,1000,9243.683776
353.01666,1000,9251.860011
691.6756,1000,9252.023818
478.42642,1000,9254.900964
357.6752,1000,9256.49447
585.18286,1000,9266.180339
926.60443,734,9266.555321
860.0102,1000,9267.920318
890.03864,1000,9268.277354
869.9386,1000,9280.283082
441.7909,1000,9280.344946
559.30194,1000,9283.285232
832.81464,1000,9343.111973
921.70447,783,9356.036391
767.1681,1000,9356.438222
878.3352,1000,9356.730236
872.98254,1000,9357.89533
893.27594,1000,9361.063504
731.2883,1000,9361.183358
59.322258,1000,9370.753778
276.66217,1000,9371.989812
864.99445,1000,9384.225113
692.4002,1000,9384.646118
457.98865,1000,9385.049469
852.686,1000,9386.278731
879.24774,1000,9389.089786
882.2185,1000,9389.19015
861.32135,1000,9398.859961
869.18353,1000,9400.120899
912.90533,871,9402.530896
714.3413,1000,9410.712465
652.4845,1000,9411.604852
425.73132,1000,9414.989552
623.6048,1000,9418.315894
494.77652,1000,9418.46157
886.4523,1000,9428.389304
723.90186,1000,9429.690768
889.25977,1000,9483.525524
872.2283,1000,9491.834881
867.16187,1000,9492.518131
930.0015,700,9492.793971
742.1132,1000,9493.678229
678.5952,1000,9496.337203
636.07263,1000,9506.134619
930.40533,696,9507.162111
864.29706,1000,9507.267472
921.30255,787,9507.393964
840.0102,1000,9508.965794
443.248,1000,9520.130559
457.37234,1000,9521.062685
792.6386,1000,9523.715874
892.8174,1000,9533.941146
414.84634,1000,9535.000519
70.817795,1000,9535.1093
883.77277,1000,9535.250556
82.75707,1000,9536.75317
904.6108,954,9544.653283
926.4062,736,9545.615048
885.623,1000,9546.220067
930.6055,694,9552.26583
751.0698,1000,9561.521386
434.96127,1000,9562.641315
926.9064,731,9562.736106
862.1524,1000,9562.774709
782.1537,1000,9564.259274
937.5019,625,9628.06612
888.28204,1000,9628.681533
595.0488,1000,9629.150888
64.38898,583,9630.967639
930.60547,694,9632.697506
863.6492,1000,9642.414136
844.0655,1000,9643.584172
124.90882,1000,9644.948526
937.60406,624,9646.015088
606.8926,1000,9656.856212
771.334,1000,9657.390087
496.08606,1000,9657.873438
275.4003,1000,9661.395341
351.2155,1000,9670.743301
930.4045,696,9670.837301
339.1849,1000,9671.882708
836.57086,1000,9673.220089
847.9241,1000,9676.22454
861.68463,1000,9683.123648
860.66064,1000,9683.614284
924.70703,753,9688.374156
342.9486,1000,9688.962628
896.63214,1000,9698.222402
889.1423,1000,9699.380295
746.69305,1000,9700.729692
746.1602,1000,9704.052716
895.96594,1000,9758.829419
877.6472,1000,9759.420416
935.79974,642,9761.871855
621.8927,1000,9764.721003
780.64874,1000,9765.943988
889.5893,1000,9775.805657
743.97437,1000,9777.410657
923.50037,765,9780.440659
547.28424,1000,9780.667735
845.34595,1000,9791.308101
570.81854,1000,9791.949158
834.861,1000,9795.089543
847.37616,1000,9796.05875
864.2885,1000,9806.085528
628.9687,1000,9807.481451
926.4063,736,9807.593007
857.453,1000,9809.722042
872.704,1000,9809.829665
869.59106,1000,9810.447623
928.3051,717,9810.554106
928.6041,714,9818.161874
882.21857,1000,9834.023351
444.71008,1000,9835.429951
767.6948,1000,9835.559602
915.9052,841,9837.074213
589.03674,1000,9837.794904
863.6437,1000,9837.964502
860.27374,1000,9839.131267
852.3875,1000,9839.358039
925.30554,747,9894.326915
831.28033,1000,9902.271245
423.96835,1000,9903.677215
741.5848,1000,9905.152346
876.7465,1000,9905.806039
223.89426,1000,9905.993365
888.0615,1000,9907.056685
719.53253,1000,9907.281594
750.00946,1000,9921.155935
451.82584,1000,9931.559143
881.13293,1000,9933.046403
545.25916,1000,9934.498294
880.4824,1000,9935.038785
818.30237,1000,9935.215076
878.81067,1000,9936.226854
874.82874,1000,9936.419217
920.19995,798,9948.106865
488.4214,1000,9961.456917
570.0358,1000,9962.908177
413.69357,1000,9964.403765
858.0228,1000,9964.870398
563.22815,1000,9964.991204
860.5837,1000,9965.852547
896.2671,1000,9966.0272
461.22232,1000,10012.433156
915.6016,844,10015.638215
654.8417,1000,10028.848072
283.6428,1000,10030.189978
717.21265,1000,10030.630532
308.29968,1000,10030.733445
835.613,1000,10031.384974
514.10583,1000,10031.545809
837.90894,1000,10042.160535
682.0186,1000,10043.960252
912.5083,875,10054.426359
249.35924,1000,10054.443028
740.2593,1000,10056.264984
892.8641,1000,10056.372022
859.8628,1000,10056.946626
856.21313,1000,10057.051971
865.39624,1000,10070.052718
689.6545,1000,10071.741795
863.22296,1000,10082.832742
888.0142,1000,10082.853202
751.7402,1000,10084.623281
226.21577,1000,10084.728278
796.1983,1000,10085.329695
893.23175,1000,10085.435211
842.12994,1000,10098.403731
711.26184,1000,10138.528824
931.40173,686,10143.480076
349.8344,1000,10150.567152
860.58417,1000,10150.584169
858.6293,1000,10152.427977
407.3489,1000,10152.547538
866.8956,1000,10153.292802
14.150719,353,10155.160428
934.00195,660,10155.644193
716.05756,1000,10165.723272
21.661377,236,10166.10245
518.9148,1000,10170.826058
851.0306,1000,10178.614851
883.22833,1000,10180.356686
848.2851,1000,10180.462574
380.9745,1000,10181.147475
878.52936,1000,10182.977224
684.3882,1000,10192.498169
881.93164,1000,10192.845315
48.5158,1000,10198.488197
850.41656,1000,10206.887133
893.5516,1000,10208.646262
660.3002,1000,10208.748593
440.53778,1000,10209.414972
926.1055,739,10210.377477
888.3397,1000,10211.066664
851.2291,1000,10220.337034
843.0684,1000,10281.425333
694.213,1000,10283.569383
823.08185,1000,10291.589077
850.0049,1000,10291.69118
870.16003,1000,10292.363198
839.71875,1000,10293.427487
806.975,1000,10294.115716
896.55994,1000,10306.088461
524.5806,1000,10310.099183
761.6005,1000,10311.882029
889.44574,1000,10320.79859
506.26642,1000,10320.89955
642.16315,1000,10321.563236
800.32446,1000,10322.612574
626.60565,1000,10323.177186
886.2649,1000,10334.74409
446.42484,1000,10338.707687
85.42983,1000,10340.24531
833.1176,1000,10349.306836
718.8281,1000,10349.40208
936.8058,632,10349.533719
888.98285,1000,10350.09504
375.56873,1000,10351.045793
530.29846,1000,10351.579629
490.75076,1000,10431.650828
391.95862,1000,10435.556018
502.59015,955,10444.760879
653.2468,1000,10445.28819
340.14075,1000,10445.420235
710.3419,1000,10445.926266
732.28125,1000,10446.903473
715.97186,1000,10447.452215
13.247009,367,10459.054374
753.0537,1000,10460.836301
308.2997,1000,10462.060009
364.0247,1000,10472.761799
255.98453,1000,10473.333732
706.25696,1000,10473.473262
887.143,1000,10474.005322
764.3552,1000,10474.954393
838.7126,1000,10487.015359
313.91763,1000,10488.731553
494.68024,1000,10489.852671
823.8831,1000,10492.315819
886.6772,1000,10499.354633
462.06726,1000,10499.491395
788.89703,1000,10500.003668
412.10583,1000,10501.046969
649.9986,1000,10514.98865
593.0344,1000,10516.852209
120.96929,1000,10584.025611
871.9391,1000,10586.904982
677.79193,1000,10594.052231
622.6581,1000,10594.186028
883.50555,1000,10594.774959
625.4301,1000,10595.72704
491.9837,685,10596.891141
276.30173,1000,10611.642298
845.86017,1000,10612.550981
357.13876,1000,10614.279757
731.57806,1000,10621.467096
560.2462,1000,10621.604688
38.265007,1000,10622.199435
353.0157,1000,10623.088058
148.38225,1000,10624.138146
501.39517,1000,10637.037085
706.08014,1000,10639.843279
844.83514,1000,10641.451794
567.8144,1000,10642.514497
632.91113,1000,10642.825138
102.16587,1000,10649.655306
258.45764,946,10650.086215
868.76184,1000,10651.669396
938.8027,612,10662.908829
877.5009,1000,10664.93962
548.03516,1000,10665.87484
378.9632,1000,10736.23438
878.5047,1000,10736.559172
874.4614,1000,10746.328524
770.37976,1000,10746.684198
56.14747,1000,10748.242981
875.53345,1000,10758.291444
844.0417,1000,10760.203716
424.11224,1000,10761.185611
757.1494,1000,10763.523918
423.32928,1000,10763.784924
726.2293,1000,10764.935041
823.33185,1000,10771.709505
799.00305,1000,10773.398606
71.518036,278,10773.813018
867.7542,1000,10779.485487
248.53049,1000,10788.423157
580.42505,1000,10789.273993
685.72797,1000,10791.53183
733.33417,1000,10792.86541
693.0057,1000,10800.468788
294.25998,1000,10802.030888
114.01811,1000,10802.430306
892.74115,1000,10806.260754
756.6813,1000,10817.411774
514.5023,1000,10818.317469
733.3314,1000,10820.568941
531.0654,1000,10873.04538
619.40784,1000,10873.928561
709.6991,1000,10884.841223
834.1747,1000,10885.322178
863.81915,1000,10888.95981
848.9825,1000,10898.09134
829.9406,1000,10898.933226
768.5065,1000,10900.799201
800.72217,1000,10901.886974
688.16656,1000,10902.617323
705.1488,1000,10913.896919
866.04193,1000,10914.267617
650.01184,1000,10917.503706
896.30676,1000,10927.195309
705.64734,1000,10928.189128
797.9663,1000,10930.181692
928.2045,718,10930.345093
809.0931,1000,10931.251599
860.1397,1000,10931.963
648.3921,1000,10940.885229
143.15002,1000,10944.651134
660.7261,1000,10956.110391
814.39056,1000,10956.987814
691.0084,1000,10958.956965
883.29047,1000,10959.066781
335.5788,1000,10959.896408
892.3509,1000,10960.520134
834.93915,1000,11029.199694
866.79944,1000,11032.646999
325.3667,855,11033.286354
805.5258,1000,11043.760292
594.0442,1000,11045.638179
846.16034,1000,11045.744029
845.5854,1000,11046.432113
727.81464,1000,11047.013321
63.70082,1000,11058.584003
624.9247,1000,11061.881398
471.88004,1000,11062.490597
937.00507,630,11063.330904
783.16876,1000,11073.208129
526.169,1000,11075.186103
812.59784,1000,11075.925603
788.89484,1000,11076.506982
511.107,1000,11088.403413
405.1147,1000,11091.765612
680.1556,1000,11092.287592
704.28406,1000,11093.029018
516.71954,1000,11103.089563
548.317,1000,11105.000704
642.202,1000,11105.695179
602.35297,1000,11106.11541
840.3594,1000,11109.025611
296.6622,1000,11181.477102
809.10175,1000,11182.397286
342.17227,1000,11183.47402
543.84204,1000,11195.702468
881.7611,1000,11197.652955
904.1112,959,11198.273631
816.97797,1000,11198.334699
543.63556,1000,11201.311099
694.0257,1000,11211.634446
690.7901,1000,11212.024431
824.6647,1000,11212.506732
833.83093,1000,11223.924361
809.09247,1000,11225.750351
821.05365,1000,11226.36461
601.9994,1000,11226.427955
697.24915,1000,11228.945321
607.23486,1000,11239.014648
800.3939,1000,11239.426884
778.699,1000,11239.915135
524.6126,1000,11249.089691
919.20807,808,11249.548724
847.1908,1000,11250.873083
828.58606,1000,11251.504788
797.24335,1000,11256.24726
842.24854,1000,11329.376229
50.000755,1000,11330.277123
881.4921,1000,11331.353184
842.03687,1000,11335.885367
831.0487,1000,11342.744382
