#{"t_start": 1762125823.7073977, "env_id": "None"}
r,l,t
886.6326,1000,4568.317706
862.5097,1000,4591.930837
933.8055,662,4592.467141
889.84125,1000,4592.831095
886.3083,1000,4593.148414
871.158,1000,4594.794785
466.26096,1000,4596.860636
922.3069,777,4621.694256
924.5997,754,4643.973523
926.3054,737,4644.064476
922.49994,775,4644.590289
727.6957,1000,4646.119833
926.60297,734,4646.283482
911.8062,882,4646.864043
885.4093,1000,4648.532806
927.5054,725,4649.000988
883.559,1000,4649.772439
756.65247,1000,4651.767412
874.1178,1000,4651.855196
893.0417,1000,4651.042725
580.00696,1000,4651.490174
884.1869,1000,4651.490245
924.70557,753,4652.107285
513.6484,1000,4670.896793
922.80493,772,4671.029572
821.2181,1000,4672.331431
919.4048,806,4672.955048
928.30426,717,4674.615339
433.32944,1000,4674.660667
488.44254,1000,4674.93414
890.51306,1000,4675.212589
920.9998,790,4675.951541
880.4653,1000,4679.706247
887.063,1000,4680.456467
884.2323,1000,4680.781109
924.50226,755,4727.209661
896.4016,1000,4728.88334
862.1517,1000,4729.291934
922.40454,776,4730.047053
885.97217,1000,4730.18374
267.08395,1000,4730.366359
914.90283,851,4730.639721
855.0664,1000,4731.039379
915.80646,842,4731.405238
922.80176,772,4732.067785
872.2335,1000,4733.208492
921.30615,787,4753.598778
884.5041,1000,4754.29213
923.5038,765,4754.967697
869.886,1000,4757.993383
925.806,742,4760.60262
925.60486,744,4761.12985
852.2242,1000,4762.246924
923.30206,767,4762.776595
500.61652,1000,4780.5697
928.1009,719,4781.03586
865.84717,1000,4782.238763
885.57074,1000,4782.97119
878.1941,1000,4784.693274
890.6593,1000,4785.183169
665.8982,1000,4786.005785
874.8532,1000,4815.117192
886.8968,1000,4815.211254
927.3031,727,4816.049245
868.0939,1000,4816.801226
888.6891,1000,4817.904636
872.562,1000,4818.046853
875.44666,1000,4835.712691
885.35706,1000,4837.988243
868.9543,1000,4838.033484
882.8254,1000,4838.297814
931.8001,682,4838.388929
846.5956,1000,4838.582119
892.62854,1000,4839.366196
925.50616,745,4839.408241
896.63165,1000,4842.856463
370.40005,1000,4843.93416
915.30615,847,4862.981513
489.74023,1000,4863.680564
873.1389,1000,4865.196502
889.8005,1000,4865.551496
557.1402,1000,4866.202881
758.74817,1000,4866.326059
870.399,1000,4866.744205
447.79037,1000,4867.116822
890.10443,1000,4867.433701
909.607,904,4869.421055
892.9448,1000,4915.206493
875.6891,1000,4916.614284
797.165,1000,4919.701085
893.51245,1000,4922.221435
873.68945,1000,4922.76001
869.42535,1000,4923.873906
489.15244,1000,4924.423402
877.35254,1000,4924.57094
875.2772,1000,4925.088346
924.20105,758,4943.685063
716.4651,1000,4943.938509
889.69977,1000,4944.729714
885.1943,1000,4946.44562
372.96887,1000,4946.980146
886.308,1000,4947.847524
893.55414,1000,4949.949298
847.92346,1000,4950.041273
896.526,1000,4950.855163
925.40405,746,4950.944779
934.50183,655,4951.260663
890.0098,1000,4951.609561
540.955,1000,4952.752954
884.23364,1000,4952.902947
816.1297,1000,4976.102924
879.3172,1000,4976.155517
455.9515,1000,4976.455445
867.9534,1000,4976.548201
503.69873,1000,4976.767493
850.0081,1000,4977.592433
875.00995,1000,4977.645632
908.20654,918,5008.93228
935.9015,641,5009.791015
585.07544,1000,5015.229381
574.5073,1000,5036.569476
873.1934,1000,5036.949283
879.6725,1000,5037.665334
881.1412,1000,5037.794417
659.44836,1000,5038.226715
868.7606,1000,5038.616108
873.0756,1000,5038.970619
930.4043,696,5041.056636
869.2927,1000,5041.153468
924.9011,751,5041.337785
927.0038,730,5044.549566
916.0019,840,5064.81291
761.9516,1000,5065.227035
929.9015,701,5065.457534
935.50146,645,5067.484002
878.42816,1000,5068.578518
553.14856,1000,5073.026941
862.6222,1000,5073.711861
889.14124,1000,5074.220317
724.93445,1000,5101.367212
881.9352,1000,5121.299354
910.6018,894,5122.866325
874.60626,1000,5123.216535
923.8048,762,5123.356983
893.9629,1000,5124.695419
925.004,750,5126.117749
833.5602,1000,5126.749854
896.1644,1000,5126.849043
879.5291,1000,5127.78152
871.6384,1000,5128.083161
823.8489,1000,5129.555003
896.682,1000,5129.70031
854.10425,1000,5152.634919
713.3014,1000,5152.687418
854.554,1000,5153.131762
896.2353,1000,5153.360718
896.22064,1000,5154.200884
864.6372,1000,5154.256485
504.5704,1000,5155.570121
63.14534,313,5156.441466
928.2044,718,5159.573486
931.2058,688,5160.213866
545.82947,1000,5161.692497
844.8102,1000,5183.049583
875.23895,1000,5183.448776
878.50653,1000,5184.194093
886.0175,1000,5184.329566
843.3428,1000,5184.791728
917.00183,830,5215.014843
888.6448,1000,5215.014928
881.6605,1000,5215.382467
921.8058,782,5216.386982
877.20905,1000,5217.488436
887.23175,1000,5217.586831
872.7061,1000,5217.771903
759.0284,1000,5222.369953
929.9049,701,5222.466527
336.6624,1000,5243.986194
919.80115,802,5248.486034
864.58075,1000,5249.288054
549.48285,1000,5250.044551
878.0313,1000,5250.576011
600.372,1000,5251.653432
885.87836,1000,5252.826801
339.16516,1000,5273.154103
924.5995,754,5273.402314
844.2738,1000,5274.956433
910.3065,897,5275.359313
871.9363,1000,5277.098213
896.4787,1000,5277.202166
791.80304,1000,5278.149394
490.76584,1000,5278.455472
886.1164,1000,5279.882906
918.70386,813,5309.826842
931.405,686,5310.293252
893.6809,1000,5329.640038
878.8107,1000,5329.700986
491.2202,1000,5330.356445
901.71014,983,5330.505183
893.6207,1000,5331.204723
869.7083,1000,5332.559552
844.4508,1000,5333.447399
888.06274,1000,5336.620582
800.36725,1000,5338.840155
652.5409,1000,5360.769422
893.0149,1000,5361.261203
883.22723,1000,5362.053488
877.78754,1000,5362.193608
862.9718,1000,5362.643124
883.98035,1000,5363.096168
582.40045,1000,5363.451423
913.5068,865,5364.261199
883.3934,1000,5364.443633
889.771,1000,5365.529354
893.45294,1000,5365.620173
843.473,1000,5365.798555
924.00574,760,5367.783525
446.26404,1000,5370.491338
889.1819,1000,5392.408282
262.17523,1000,5428.178291
892.7399,1000,5429.710011
510.56815,1000,5430.231338
887.84937,1000,5431.292624
888.93854,1000,5432.454211
925.3003,747,5433.04428
569.91437,1000,5433.994222
798.9399,1000,5453.376768
896.38837,1000,5455.046347
843.3436,1000,5455.44499
893.53503,1000,5457.110015
850.1896,1000,5457.203228
725.08936,1000,5458.129961
866.9236,1000,5458.450384
869.0817,1000,5459.935896
831.75037,1000,5463.384807
92.16854,1000,5464.313094
695.2596,1000,5464.369224
783.08606,1000,5465.048082
444.2134,1000,5484.209404
854.40845,1000,5484.970564
863.5328,1000,5486.332548
892.57385,1000,5487.204314
924.60547,754,5488.754825
511.30643,1000,5490.343817
523.1568,1000,5517.716927
877.28174,1000,5520.232548
885.7775,1000,5520.666756
859.7583,1000,5540.24657
416.60013,1000,5540.394036
885.25824,1000,5540.89407
878.35175,1000,5541.333741
630.90784,1000,5541.754252
882.7674,1000,5542.548478
889.0594,1000,5542.73189
826.7506,1000,5543.824425
893.4722,1000,5543.915596
368.74484,1000,5546.12326
892.9904,1000,5548.673902
896.2665,1000,5551.474165
922.4009,776,5572.447385
926.7056,733,5572.584496
886.02264,1000,5575.03473
877.1951,1000,5576.56218
886.11694,1000,5577.048572
908.0066,920,5577.14649
864.17053,1000,5578.089471
873.15955,1000,5579.227254
-31.372334,1000,5579.820185
579.25555,1000,5581.037783
825.4338,1000,5630.097692
896.5807,1000,5631.860062
647.51825,1000,5632.829957
887.5884,1000,5633.157444
816.37683,1000,5634.644968
541.7099,959,5637.054
885.4679,1000,5638.027594
934.9052,651,5638.260863
669.9736,1000,5638.898191
856.5324,1000,5639.589881
896.29504,1000,5639.732144
874.4503,1000,5640.468707
890.32825,1000,5661.018987
286.992,1000,5661.962346
760.55286,1000,5663.588114
727.04407,1000,5665.134209
873.30414,1000,5667.208915
870.0102,1000,5669.770728
770.03595,1000,5670.177156
822.7906,1000,5670.963571
695.7119,1000,5671.103096
901.8117,982,5671.16047
934.50543,655,5671.211046
874.36896,1000,5671.603456
530.00085,1000,5691.271797
821.51355,1000,5692.097692
838.0837,1000,5693.327026
528.87836,1000,5693.426005
939.5051,605,5693.779448
931.80566,682,5695.453425
616.90967,1000,5695.63119
880.6288,1000,5720.546047
866.676,1000,5723.224468
872.3971,1000,5744.111107
875.4469,1000,5744.260934
877.6237,1000,5748.223459
562.4717,1000,5748.691612
896.6504,1000,5748.782914
843.1907,1000,5749.709726
657.9063,1000,5751.416744
909.3055,907,5752.105227
934.30426,657,5753.161331
888.06573,1000,5754.598196
288.3743,1000,5776.228521
607.5441,1000,5776.541766
913.2983,867,5776.919338
901.6068,984,5777.325346
855.8953,1000,5780.376028
904.20654,958,5781.086002
881.3557,1000,5781.31399
928.00555,720,5781.534148
733.3428,1000,5781.534221
860.44183,1000,5782.169437
877.5693,1000,5783.74133
479.6141,1000,5812.804919
860.4827,1000,5832.552967
876.6004,1000,5835.665832
446.00922,1000,5837.711975
855.1344,1000,5840.127852
856.68524,1000,5841.340447
884.58044,1000,5841.484748
900.2111,998,5841.484826
874.36316,1000,5841.537822
865.6346,1000,5841.961571
889.9111,1000,5842.748491
867.74664,1000,5862.561551
868.54083,1000,5863.797833
877.3547,1000,5863.897081
867.4359,1000,5864.254852
581.3841,1000,5865.909206
868.36383,1000,5866.146988
737.7583,1000,5868.705002
866.6772,1000,5871.313518
568.47595,1000,5873.44976
584.7579,1000,5873.602406
921.90424,781,5896.382509
880.99786,1000,5896.514264
850.20557,1000,5897.000029
881.83105,1000,5926.987972
881.5592,1000,5927.968892
874.0837,1000,5929.688371
598.9746,1000,5930.365345
871.2342,1000,5931.414242
854.6858,1000,5932.82628
820.00934,1000,5954.684408
425.59225,1000,5954.991684
874.0284,1000,5955.719858
936.3035,637,5957.121762
892.9198,1000,5958.808789
475.46997,1000,5959.521834
877.78455,1000,5959.75737
872.0362,1000,5959.983144
878.27203,1000,5959.983215
743.6488,1000,5960.590377
925.2044,748,5960.868986
928.99896,710,5961.692456
885.8271,1000,5962.193412
789.6438,1000,5963.517322
278.37396,1000,5964.440751
49.069717,1000,5986.429094
885.46655,1000,5988.453137
407.74744,1000,5992.125952
852.8744,1000,5992.280317
745.11395,1000,5992.334604
859.2521,1000,5992.746607
883.72406,1000,6023.39772
874.5589,1000,6043.55056
837.7401,1000,6043.654768
658.06036,1000,6044.023465
848.22064,1000,6045.727591
587.0859,1000,6045.90607
875.1663,1000,6048.467231
918.4075,816,6049.663746
854.13965,1000,6051.074595
761.63855,1000,6053.235278
576.56433,1000,6053.38465
934.10394,659,6075.01795
935.8039,642,6075.363904
852.2125,1000,6076.270546
865.4099,1000,6076.413709
846.97955,1000,6076.929057
676.18445,1000,6077.97427
574.2789,1000,6079.62761
873.53937,1000,6080.296044
876.51624,1000,6081.321892
922.8062,772,6082.200194
800.00775,1000,6082.747732
840.7194,1000,6104.578711
809.09467,1000,6104.894836
915.9094,841,6104.946909
863.52936,1000,6105.658274
880.59106,1000,6107.082854
942.60046,574,6133.804286
567.7373,1000,6134.983733
572.5115,1000,6135.94516
269.9009,1000,6136.193331
634.1761,1000,6136.193399
530.08997,1000,6137.06495
932.30536,677,6138.508965
760.25543,1000,6139.731336
874.74207,1000,6140.636837
773.6185,1000,6164.792615
880.715,1000,6164.986528
882.28156,1000,6168.545063
855.1814,1000,6168.690912
839.854,1000,6168.74579
868.7485,1000,6169.170748
486.95825,1000,6170.76195
886.3599,1000,6172.506464
925.70404,743,6194.968449
639.2993,1000,6195.026696
283.47644,1000,6195.242326
863.31366,1000,6195.840614
882.64557,1000,6197.001031
905.3073,947,6198.190881
619.3734,1000,6198.478845
863.82385,1000,6230.87013
902.90546,971,6232.175379
857.7986,1000,6254.755967
276.89517,1000,6255.935888
826.43365,1000,6256.426856
896.42847,1000,6255.517358
568.6373,1000,6257.176405
870.7021,1000,6257.822916
655.483,1000,6258.820312
686.1639,1000,6259.669518
935.70123,643,6259.759881
855.84375,1000,6260.193271
617.6979,1000,6262.981612
845.9576,1000,6263.29932
666.8904,1000,6263.355262
876.51697,1000,6285.113327
250.54861,1000,6286.654418
857.1983,1000,6285.167386
924.5991,754,6286.060858
896.8256,1000,6286.28023
859.47076,1000,6287.232066
850.5791,1000,6287.457782
858.63007,1000,6287.457858
284.36,1000,6288.299909
876.1969,1000,6289.659894
426.12717,1000,6290.84501
921.2046,788,6291.229942
445.1664,1000,6291.789697
909.2102,908,6346.462394
924.20465,758,6347.117297
366.45953,1000,6348.63701
724.46027,1000,6349.096519
302.7812,558,6349.786743
856.67773,1000,6350.721321
932.6045,674,6351.633468
664.16174,1000,6352.454139
932.6045,674,6352.695849
886.49756,1000,6375.164121
286.1337,1000,6375.221915
864.52356,1000,6375.418321
879.8726,1000,6376.041003
-30.799461,434,6376.138922
882.2819,1000,6378.390698
840.7779,1000,6378.652322
757.1501,1000,6380.878954
483.33218,1000,6382.292948
435.1634,1000,6383.989309
836.67725,1000,6406.079453
864.04114,1000,6407.313977
507.039,1000,6409.032999
869.3636,1000,6409.849749
250.1531,1000,6409.944946
770.17377,1000,6438.827948
919.7081,803,6438.879865
880.13904,1000,6441.537912
484.8484,1000,6441.865626
444.90607,1000,6441.918169
217.33913,1000,6442.65521
907.8129,922,6464.199975
691.51996,1000,6464.892903
769.74524,1000,6465.439008
367.60068,1000,6466.343783
862.83856,1000,6466.573118
840.7785,1000,6467.493531
722.5777,1000,6467.717965
594.456,1000,6469.20077
893.621,1000,6469.565957
869.8221,1000,6470.106248
645.8321,1000,6496.318466
934.80457,652,6497.811564
906.214,938,6498.043327
492.59912,1000,6496.923811
624.27905,1000,6498.370242
421.1213,1000,6499.439925
217.45557,1000,6500.302849
454.13745,869,6500.587989
848.4914,1000,6501.241519
882.21826,1000,6502.125882
851.90076,1000,6502.369502
862.5908,1000,6503.89466
579.06714,1000,6503.948563
843.5275,1000,6504.136878
641.6164,1000,6557.627428
926.40283,736,6557.816827
853.7492,1000,6557.923413
631.6417,1000,6558.198186
930.5006,695,6559.781898
872.2277,1000,6561.797832
918.106,819,6562.75589
496.09686,1000,6563.473675
777.8236,1000,6564.577923
682.3096,1000,6588.497204
695.03046,1000,6589.328513
882.6455,1000,6589.427011
868.7571,1000,6589.872323
315.02808,1000,6592.780045
587.30817,1000,6592.835235
850.3401,1000,6593.625152
855.4853,1000,6594.435788
896.7059,1000,6595.151877
646.7218,1000,6616.709623
866.1135,1000,6617.660458
569.94507,1000,6617.907412
884.2886,1000,6618.901945
565.5532,1000,6619.133185
53.28662,686,6648.888254
646.3751,1000,6649.029499
882.1556,1000,6649.395337
780.8252,1000,6649.94927
886.21533,1000,6673.565377
889.84326,1000,6675.241744
857.102,1000,6675.469917
931.4042,686,6676.093688
317.90567,1000,6676.328112
348.7138,1000,6677.840477
872.22644,1000,6678.97595
366.44882,1000,6679.82938
658.1364,1000,6680.090973
863.8238,1000,6678.685189
300.66837,1000,6679.489172
854.9299,1000,6681.221684
844.27606,1000,6681.281796
866.78406,1000,6681.476599
793.5557,1000,6705.33273
568.86475,1000,6705.601825
862.2091,1000,6707.699332
893.34375,1000,6707.974604
932.30316,677,6709.836612
695.23254,1000,6709.476368
652.77966,1000,6710.406372
896.4539,1000,6711.101607
820.6419,1000,6712.205511
533.13043,722,6763.271609
503.782,1000,6766.369927
529.24756,1000,6767.218016
701.28986,1000,6767.313812
893.1825,1000,6767.769784
888.4277,1000,6770.761981
492.81033,1000,6770.817173
403.7271,1000,6770.370506
893.53485,1000,6771.052406
754.1639,1000,6771.612549
814.1178,1000,6793.660874
874.8329,1000,6793.90111
519.36615,1000,6794.852483
636.33606,1000,6798.437253
871.543,1000,6798.569003
839.08044,1000,6798.931489
759.6478,1000,6799.444338
196.40991,496,6800.248566
914.3066,857,6800.390595
927.50006,725,6802.420126
864.2928,1000,6802.420253
877.5708,1000,6825.02405
869.9378,1000,6825.261958
650.88983,1000,6826.145123
920.90344,791,6826.715741
478.46167,1000,6827.644258
871.61676,1000,6853.682383
855.181,1000,6854.599542
262.27084,1000,6854.875662
878.88513,1000,6855.51265
788.476,1000,6856.330155
871.4398,1000,6858.020924
874.76886,1000,6858.080468
647.30634,1000,6858.279423
936.00415,640,6859.350837
940.69995,593,6881.268882
650.88837,1000,6882.201622
811.98035,1000,6882.473572
932.8052,672,6883.365255
694.5311,1000,6884.300552
787.04144,1000,6886.83229
427.07056,1000,6887.524643
933.8053,662,6887.583596
940.4017,596,6888.205703
881.4259,1000,6888.678185
692.0148,1000,6890.612608
841.7531,1000,6912.783452
846.8198,1000,6913.705031
592.08044,1000,6914.140513
816.9804,1000,6917.146548
405.20825,612,6917.286051
629.7392,1000,6919.325347
835.3765,1000,6946.368425
823.0854,1000,6947.266382
807.3602,1000,6947.499488
923.3055,767,6968.106695
928.10065,719,6969.646057
881.6958,1000,6971.098055
708.0809,1000,6971.449925
694.7885,1000,6972.054782
886.07404,1000,6972.904643
576.9325,1000,6973.062296
923.90753,761,6975.851916
176.1973,505,6976.03557
843.5286,1000,6977.104015
784.015,1000,6977.104101
893.0927,1000,6997.933389
567.7073,1000,6998.795119
925.6013,744,6999.672309
860.40405,1000,7000.326183
934.8002,652,7000.72408
940.6048,594,7001.033499
315.9776,953,7001.123492
334.63556,1000,7002.326537
667.0525,1000,7002.599523
888.5208,1000,7004.071366
862.4615,1000,7005.722
886.93195,1000,7005.908496
708.57214,1000,7006.997813
890.23914,1000,7029.194149
587.7193,1000,7030.099695
475.18402,866,7030.150764
771.8835,1000,7031.312883
618.2732,1000,7060.025284
722.4772,1000,7062.660406
478.26987,1000,7063.359898
937.4038,626,7065.499819
510.0133,1000,7089.084299
695.0513,872,7089.932742
893.29504,1000,7090.019964
569.6258,1000,7090.453446
890.57776,1000,7093.409379
641.4569,1000,7093.552575
927.8997,721,7094.199798
583.71857,1000,7096.126797
840.5337,1000,7097.049398
885.14343,1000,7097.276832
797.43536,1000,7098.920956
903.3116,967,7098.973853
639.5606,1000,7121.534668
500.00885,1000,7122.083673
946.6995,533,7122.885228
874.46173,1000,7122.939742
873.3944,1000,7123.093666
937.60254,624,7124.983644
620.1376,1000,7125.888357
813.8014,1000,7156.443978
851.73376,1000,7156.444057
266.55838,722,7157.737563
932.00415,680,7157.924009
105.67047,1000,7158.24402
656.24976,1000,7159.127828
819.3072,1000,7179.056511
855.4888,1000,7179.73036
833.8068,1000,7180.139956
799.26654,1000,7180.452621
857.75757,1000,7180.548129
887.1467,1000,7181.740122
644.90894,1000,7182.015254
874.0849,1000,7183.471236
681.87604,1000,7185.129191
505.7656,1000,7185.317531
374.99527,1000,7186.406813
938.8016,612,7189.527133
338.19482,635,7189.891021
836.515,1000,7209.2314
939.50287,605,7210.086183
938.20337,618,7211.83539
927.1055,729,7212.984486
654.5919,1000,7214.060276
823.59357,1000,7214.72939
392.362,1000,7216.71999
296.49222,907,7217.319259
943.7015,563,7218.623723
880.5263,1000,7239.742182
935.90356,641,7240.251355
590.7326,1000,7240.710091
942.301,577,7265.974595
884.8007,1000,7266.117268
936.9033,631,7266.974391
914.9085,851,7271.913561
721.30426,1000,7272.881544
932.5013,675,7273.586829
838.3184,1000,7274.78388
826.6747,1000,7274.84058
782.5486,1000,7297.141896
866.79614,1000,7298.469521
890.32904,1000,7298.522221
455.9515,1000,7298.661065
937.10236,629,7300.259747
861.54767,1000,7302.718812
623.2823,1000,7304.060061
885.7273,1000,7304.604963
789.32733,966,7304.753459
866.11444,1000,7305.511137
926.20245,738,7306.67456
924.20667,758,7306.729381
759.2648,982,7326.094317
860.4025,1000,7326.094393
856.52783,1000,7326.84129
255.13513,1000,7328.219394
333.5398,1000,7328.491462
850.17206,1000,7329.942323
566.6792,1000,7331.597133
708.3675,1000,7331.785812
882.7679,1000,7359.251627
886.02344,1000,7362.392359
634.89636,742,7383.040469
215.78448,1000,7384.487204
886.76465,1000,7385.601075
877.2822,1000,7386.687875
394.73285,1000,7387.348368
934.7041,653,7387.701235
360.71024,1000,7389.394712
841.5657,1000,7389.951325
623.3455,1000,7391.186218
491.609,631,7391.33011
156.25644,460,7391.917091
923.7075,763,7392.52098
863.8636,1000,7393.318941
786.2058,1000,7393.8298
883.50616,1000,7413.780454
606.90875,1000,7414.113358
867.64716,1000,7415.158989
846.82117,1000,7419.995329
854.554,1000,7420.880133
933.6046,664,7421.370604
884.8558,1000,7421.563351
892.81793,1000,7475.416844
846.4417,1000,7476.803001
885.3071,1000,7476.992645
874.92316,1000,7478.64654
864.2959,1000,7481.105849
839.5006,1000,7482.388946
939.5014,605,7482.801017
765.4559,1000,7482.896923
482.8531,1000,7483.039389
866.67694,1000,7483.789431
807.81335,1000,7484.921361
814.6884,1000,7484.975549
876.5175,1000,7485.303573
256.0102,668,7505.51124
667.3605,1000,7506.119901
776.77045,1000,7506.461516
933.9048,661,7507.599849
844.0873,1000,7507.868599
853.1889,1000,7509.592608
818.3736,1000,7509.773691
596.8718,1000,7510.86112
930.00543,700,7513.118932
330.2981,1000,7513.898862
212.00064,698,7514.825367
814.29913,1000,7516.003771
642.54205,598,7535.740583
486.51193,1000,7536.203758
660.7984,1000,7537.419106
244.02023,533,7538.774872
842.25104,1000,7539.134785
661.41547,1000,7566.658591
19.361961,372,7567.292395
692.4528,1000,7568.529965
807.6545,1000,7568.674651
839.8635,1000,7569.2798
303.63193,1000,7569.869134
573.7879,1000,7570.636256
914.9998,850,7570.994428
838.71857,1000,7571.581937
840.4011,1000,7571.903803
443.0915,724,7596.385401
942.602,574,7597.467793
873.16187,1000,7597.982104
889.79474,1000,7598.502584
247.46033,721,7599.97067
414.96417,721,7600.290521
56.35428,423,7602.570901
314.55212,1000,7603.202115
658.96985,1000,7623.900704
404.97894,1000,7625.522077
338.0691,816,7629.15464
520.33417,1000,7629.154727
888.1044,1000,7629.547503
539.18805,1000,7629.634139
873.07495,1000,7629.766157
835.26373,1000,7630.488691
885.72723,1000,7631.616151
633.8015,1000,7657.98791
331.50186,1000,7677.624301
887.96625,1000,7678.795754
324.91544,1000,7680.940763
230.0664,737,7681.598661
719.45166,1000,7682.000124
606.85126,1000,7684.287818
860.32745,1000,7685.017638
474.46808,1000,7685.922005
544.20166,756,7686.63232
863.70404,1000,7687.045316
522.462,1000,7687.903534
204.6463,838,7687.903664
874.9225,1000,7688.374448
885.77814,1000,7708.777629
434.121,1000,7710.567125
932.1013,679,7712.189233
822.4611,1000,7713.260673
886.17194,1000,7714.63328
569.79114,1000,7715.195102
879.17334,1000,7715.747489
773.13556,1000,7716.509472
592.305,1000,7717.470864
695.0672,1000,7717.814113
871.5433,1000,7742.088481
455.12793,1000,7769.44113
845.7921,1000,7769.983595
549.00397,1000,7770.485305
924.8042,752,7771.388639
841.8297,1000,7772.354304
924.20337,758,7772.540053
167.84512,667,7773.397054
847.1948,1000,7774.623586
652.7414,1000,7775.280968
432.8413,1000,7797.65694
801.0731,1000,7799.295084
834.648,1000,7800.965553
885.6192,1000,7800.965636
650.9433,1000,7801.3673
826.67365,1000,7801.582042
851.9008,1000,7803.430454
208.81088,883,7804.161719
853.74835,1000,7805.252877
909.7101,903,7805.757188
703.18085,1000,7806.120758
212.45901,467,7829.568966
910.5998,894,7830.161138
193.3013,656,7830.331435
772.8519,1000,7829.801288
900.2104,998,7832.015332
705.859,1000,7833.690294
885.2496,1000,7834.420504
563.1346,1000,7834.855931
870.2268,1000,7864.91188
816.0661,1000,7864.911956
676.3268,1000,7865.372948
840.9785,1000,7866.51715
881.42584,1000,7889.912846
856.054,1000,7889.560365
697.84283,1000,7890.621327
213.05206,504,7891.70742
248.83252,1000,7891.977683
480.98035,1000,7893.113611
767.0257,962,7893.113689
676.866,757,7893.327507
465.9683,1000,7893.868565
306.03574,1000,7895.149626
456.05035,848,7920.19134
452.18274,957,7921.12397
574.80597,1000,7921.124046
522.0269,1000,7921.693326
926.9046,731,7922.041331
876.0307,1000,7922.176989
865.28436,1000,7924.098668
301.8251,559,7925.523419
876.3615,1000,7926.136896
877.3556,1000,7926.774627
931.8043,682,7927.192764
457.2873,670,7928.331929
693.6489,1000,7928.332243
183.80746,535,7928.705117
886.0236,1000,7951.321019
99.99709,1000,7980.883751
826.93286,1000,7981.540995
880.85724,1000,7981.446511
893.2039,1000,7982.177434
873.9536,1000,7983.261496
726.8078,1000,7983.759377
735.0605,1000,7984.135666
721.5618,1000,8008.024592
25.816254,290,8008.456351
893.5558,1000,8008.781067
532.472,647,8008.972128
445.99048,1000,8012.269444
266.9015,1000,8012.938006
559.9981,1000,8013.360369
718.1968,1000,8014.237491
676.2328,1000,8014.237567
485.9835,1000,8015.849412
522.61475,966,8016.087666
122.64282,847,8016.236004
298.23868,580,8038.620142
213.3244,919,8040.599307
870.38086,1000,8040.652635
816.40027,1000,8041.707442
880.0105,1000,8040.802993
730.2701,1000,8041.06937
744.76495,1000,8042.916419
440.20044,992,8043.768007
935.1007,649,8071.335536
875.36444,1000,8071.60738
705.12366,1000,8095.513037
833.3435,1000,8095.513155
845.7721,1000,8096.048922
755.60944,1000,8096.405507
882.59076,1000,8096.549319
256.63867,1000,8098.619287
862.72534,1000,8100.057557
841.9401,1000,8101.319241
833.7598,1000,8101.744816
700.00793,1000,8102.904832
-41.056984,719,8102.90491
847.7016,1000,8101.295161
762.3048,1000,8102.619126
151.42334,458,8126.281789
866.5733,1000,8128.368365
764.87286,1000,8130.154982
875.8711,1000,8130.855978
847.0273,1000,8131.882954
869.2431,1000,8132.404836
857.6638,1000,8132.788622
254.3902,738,8132.529384
530.23816,1000,8133.472429
443.32928,1000,8154.992786
428.0477,1000,8155.185731
135.75824,553,8156.081594
864.06134,1000,8188.129892
243.6478,917,8188.323575
802.8876,1000,8188.87209
800.0088,1000,8189.280262
595.46045,983,8189.381898
740.37103,1000,8190.167401
527.9194,1000,8191.779317
481.3911,1000,8192.009395
266.45462,1000,8214.244106
490.1121,1000,8214.300334
615.7165,1000,8215.490902
921.70374,783,8216.518622
890.2045,1000,8216.569286
325.07153,1000,8218.736615
850.95416,1000,8219.691234
273.2003,607,8221.778983
866.9248,1000,8223.305403
875.18915,1000,8245.367511
868.9736,1000,8245.933467
870.6011,1000,8246.311672
766.4474,1000,8246.454728
427.0707,1000,8248.430516
883.8273,1000,8249.927269
863.248,1000,8280.214118
851.30035,1000,8280.628552
664.1293,1000,8281.789198
592.01666,1000,8281.789286
922.10266,779,8281.930984
667.00214,1000,8282.166466
416.8147,1000,8283.429933
879.81067,1000,8305.076752
246.63791,656,8308.191914
857.6105,1000,8309.046103
861.54724,1000,8309.80367
922.00745,780,8310.427586
882.7118,1000,8310.861212
840.9798,1000,8311.695673
669.5023,1000,8313.413981
873.60474,1000,8314.324368
879.10657,1000,8314.645111
653.30023,1000,8314.834785
436.14032,1000,8313.750779
558.5399,1000,8339.638232
354.54138,1000,8340.359786
348.5252,1000,8340.772899
199.75476,445,8340.821491
889.7335,1000,8340.870663
472.4148,1000,8341.642304
349.50668,1000,8343.429743
854.7283,1000,8344.643627
493.7559,1000,8374.499427
351.6078,1000,8396.644054
669.23926,1000,8397.700438
840.0134,1000,8397.758598
874.58777,1000,8399.92506
846.6767,1000,8400.865
877.2826,1000,8402.950152
852.3885,1000,8404.496893
868.16315,1000,8426.672188
846.44116,1000,8427.214482
751.4618,1000,8427.644661
614.29816,1000,8427.791406
302.7731,1000,8429.852342
285.436,762,8430.298808
755.1358,1000,8431.331129
872.13666,1000,8432.590922
344.79022,1000,8432.994313
875.36365,1000,8434.072397
856.2414,1000,8434.213826
780.4044,1000,8434.462557
864.04156,1000,8435.745658
844.2614,1000,8436.031337
828.58545,1000,8461.352957
901.41095,986,8462.123783
583.71533,1000,8462.123857
646.30634,761,8462.439275
847.703,1000,8490.944922
728.77734,1000,8491.816607
643.507,766,8493.514977
